trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
14,False,"{'a': 0.9, 'e': 0.26704195112720625}",20,0,-173.6441699352718,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
15,False,"{'a': 0.9, 'e': 0.24300817552575768}",25,0,-27.70926147150952,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
16,False,"{'a': 0.9, 'e': 0.22113743972843952}",20,0,-30.40188708025244,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
17,False,"{'a': 0.9, 'e': 0.20123507015287995}",20,12,14.822277242436693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.9, 'e': 0.18312391383912077}",20,13,11.693097493927093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.9, 'e': 0.16664276159359992}",20,0,-98.61806327778214,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
20,False,"{'a': 0.9, 'e': 0.1516449130501759}",25,1,19.884069052162168,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.9, 'e': 0.1379968708756601}",30,5,-99.41415721745558,"{0: 19, 1: 0, 2: 2, 3: 3, 4: 1}",1
22,False,"{'a': 0.9, 'e': 0.1255771524968507}",25,11,23.380096574506823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.9, 'e': 0.11427520877213412}",25,7,25.352007919499144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.9, 'e': 0.10399043998264206}",35,0,3.547082641191486,"{0: 32, 1: 0, 2: 2, 3: 1, 4: 0}",0
25,False,"{'a': 0.9, 'e': 0.09463130038420428}",20,0,15.281307643927061,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
26,False,"{'a': 0.9, 'e': 0.0861144833496259}",20,0,33.3207809529263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.9, 'e': 0.07836417984815956}",25,0,34.31750371494926,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.9, 'e': 0.07131140366182522}",20,9,-14.700242043241442,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
29,False,"{'a': 0.9, 'e': 0.06489337733226094}",20,10,14.473227008626269,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.9, 'e': 0.05905297337235746}",30,2,-52.6783616208982,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 2}",1
31,False,"{'a': 0.9, 'e': 0.05373820576884529}",35,6,31.616952385337736,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.9, 'e': 0.04890176724964922}",25,20,7.764750875129123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.9, 'e': 0.04450060819718079}",30,11,31.077489113796844,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.9, 'e': 0.04049555345943452}",20,13,10.711041008396002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.9, 'e': 0.03685095364808541}",20,14,13.238830926781914,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.9, 'e': 0.03353436781975773}",20,4,25.57595925080332,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.9, 'e': 0.030516274715979532}",25,9,22.902772903936473,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.9, 'e': 0.027769809991541376}",30,16,11.751888417767532,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.9, 'e': 0.025270527092302653}",20,3,27.036626490548493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.9, 'e': 0.022996179653995415}",20,0,14.884227924750414,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
41,False,"{'a': 0.9, 'e': 0.02092652348513583}",25,5,16.71470655365898,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.9, 'e': 0.019043136371473604}",25,8,19.132478371174123,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.9, 'e': 0.01732925409804098}",25,17,10.602736593718044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.9, 'e': 0.015769621229217292}",20,0,-59.670600549401925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
45,False,"{'a': 0.9, 'e': 0.014350355318587736}",25,11,23.99541855541317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.9, 'e': 0.013058823339914842}",30,24,9.071497673435397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.9, 'e': 0.011883529239322507}",25,6,14.840455872513537,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
48,False,"{'a': 0.9, 'e': 0.01081401160778348}",20,2,30.948082500088308,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.9, 'e': 0.009840750563082968}",25,8,27.58596425125208,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.9, 'e': 0.008955083012405501}",30,23,-11.653619069499083,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
51,False,"{'a': 0.9, 'e': 0.008149125541289007}",20,0,30.550251496946334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
52,False,"{'a': 0.9, 'e': 0.007415704242572996}",20,6,0.39375628480166314,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
53,False,"{'a': 0.9, 'e': 0.006748290860741427}",20,0,29.073785458425046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
54,False,"{'a': 0.9, 'e': 0.006140944683274699}",20,0,29.460019363786973,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
55,False,"{'a': 0.9, 'e': 0.005588259661779975}",20,10,19.394055527037132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.9, 'e': 0.005085316292219778}",25,16,18.46977216497406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.9, 'e': 0.004627637825919998}",25,17,14.832750240459623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.9, 'e': 0.004211150421587199}",20,10,17.472839455331716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.9, 'e': 0.0038321468836443506}",20,15,9.7138127478041,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.9, 'e': 0.003487253664116359}",20,11,16.219398520297773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.9, 'e': 0.003173400834345887}",30,23,12.878405983281251,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.9, 'e': 0.0028877947592547575}",25,13,16.751295390334864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.9, 'e': 0.0026278932309218295}",30,0,39.87927950155953,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
64,False,"{'a': 0.9, 'e': 0.002391382840138865}",25,0,-3.703390568606408,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
65,False,"{'a': 0.9, 'e': 0.002176158384526367}",25,12,20.85930197997648,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.9, 'e': 0.001980304129918994}",25,10,26.950839812638762,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.9, 'e': 0.0018020767582262846}",20,7,22.663411358368496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.9, 'e': 0.001639889849985919}",25,13,20.048297423300777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.9, 'e': 0.0014922997634871863}",20,0,27.462838116413124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
70,False,"{'a': 0.9, 'e': 0.0013579927847733396}",30,16,15.46614315419766,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.9, 'e': 0.001235773434143739}",30,13,30.94446970323322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.9, 'e': 0.0011245538250708026}",20,10,22.533676012255345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.9, 'e': 0.0010233439808144305}",20,7,20.93822355985929,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.9, 'e': 0.0009312430225411317}",20,12,9.696034641110783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.9, 'e': 0.0008474311505124299}",20,6,23.578577832920665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.9, 'e': 0.0007711623469663112}",30,18,26.10886840162559,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.9, 'e': 0.0007017577357393433}",25,15,18.99106895253602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.9, 'e': 0.0006385995395228024}",20,0,33.000357999889175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
79,False,"{'a': 0.9, 'e': 0.0005811255809657502}",20,16,7.547714903938128,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.9, 'e': 0.0005288242786788327}",20,6,25.22252602221711,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.9, 'e': 0.00048123009359773777}",30,21,13.791324618679415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.9, 'e': 0.0004379193851739414}",25,14,17.403349349514517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.9, 'e': 0.0003985066405082867}",30,12,30.439595991301303,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.9, 'e': 0.00036264104286254085}",20,11,16.262808960821438,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.9, 'e': 0.0003300033490049122}",20,12,11.908107709523907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.9, 'e': 0.0003003030475944701}",20,16,6.657897189060293,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.9, 'e': 0.00027327577331096785}",30,17,25.35714104102641,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.9, 'e': 0.00024868095371298075}",25,18,14.7366306004005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.9, 'e': 0.00022629966787881246}",20,12,12.122653485887117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.9, 'e': 0.00020593269776971934}",25,15,19.243827994332502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.9, 'e': 0.0001873987549704446}",25,3,42.09801635761513,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.9, 'e': 0.0001705328670231046}",25,4,33.739434197082716,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.9, 'e': 0.0001551849089910252}",20,12,16.662090290387297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.9, 'e': 0.00014121826718183295}",20,0,30.466525132811196,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.9, 'e': 0.00012850862313546797}",30,16,23.677585355697587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.9, 'e': 0.00011694284705327586}",25,12,22.570237386322017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.9, 'e': 0.00010641799081848103}",25,19,13.992962522708543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.9, 'e': 9.684037164481775e-05}",20,2,33.30537370592199,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,6,22.896346612235753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,31.124251496194418,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,13,15.122850688959343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,3,27.998154801331804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,16,16.020256747472487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,9,34.94017695599421,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,5,22.85054367513421,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,21,14.646994609859052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,9,44.79389674415016,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,22,11.65077000199478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
