trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.9, 'e': 0.1943683905943277}",25,0,26.16545376612564,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.9, 'e': 0.19262692343607835}",30,13,-45.640327312532946,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
184,False,"{'a': 0.9, 'e': 0.19090105916394634}",25,11,-17.994523143753923,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.9, 'e': 0.18919065798198206}",25,11,27.632134591644828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.9, 'e': 0.18749558134675456}",20,9,6.972172695883166,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.9, 'e': 0.18581569195612968}",25,11,14.073893937173919,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.9, 'e': 0.18415085373814821}",25,13,17.76521818035367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.9, 'e': 0.18250093184000432}",20,11,16.084082454372982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.9, 'e': 0.1808657926171221}",20,9,15.38793442787042,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.9, 'e': 0.17924530362233052}",25,16,13.753383735824741,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.9, 'e': 0.17763933359513498}",20,4,28.80827672484938,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.9, 'e': 0.1760477524510852}",20,2,32.177470005037094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.9, 'e': 0.17447043127123835}",30,21,4.751777657769697,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.9, 'e': 0.17290724229171639}",25,0,-36.02378210616796,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
196,False,"{'a': 0.9, 'e': 0.17135805889335742}",20,2,27.56769827707961,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.9, 'e': 0.16982275559145901}",25,0,-53.03763214757744,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
198,False,"{'a': 0.9, 'e': 0.16830120802561441}",25,10,29.421717944441003,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.9, 'e': 0.16679329294963877}",20,0,-11.63064912470675,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
200,False,"{'a': 0.9, 'e': 0.16529888822158656}",20,0,27.995008224120397,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.9, 'e': 0.16381787279385768}",20,13,14.845908439815934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.9, 'e': 0.16235012670339283}",25,11,-18.462727838208476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.9, 'e': 0.16089553106195606}",35,12,37.32558167252895,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.9, 'e': 0.15945396804650522}",25,8,18.37368529339132,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.9, 'e': 0.15802532088964782}",30,17,-32.485908389038116,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.9, 'e': 0.15660947387018306}",30,21,6.811403828159813,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.9, 'e': 0.15520631230372825}",20,3,30.507807935874897,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.9, 'e': 0.15381572253342932}",20,10,18.401691899944993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.9, 'e': 0.15243759192075457}",20,5,24.69991087169381,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.9, 'e': 0.15107180883637086}",20,13,2.2127019381364006,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.9, 'e': 0.14971826265110166}",25,14,14.399933364267058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.9, 'e': 0.14837684372696586}",30,19,19.987870994841032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.9, 'e': 0.14704744340829723}",20,5,16.625322589600433,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.9, 'e': 0.14572995401294303}",20,5,22.17159602760832,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.9, 'e': 0.14442426882354201}",20,12,2.204371105452021,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.9, 'e': 0.14313028207887982}",20,13,14.308543529929402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.9, 'e': 0.14184788896532274}",30,16,-1.856828185939322,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.9, 'e': 0.14057698560832743}",25,10,26.98868694936627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.9, 'e': 0.13931746906402701}",25,7,-11.159206703024473,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
220,False,"{'a': 0.9, 'e': 0.13806923731089285}",20,10,19.709722569924537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.13683218924147039}",20,13,1.5914708260678814,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.9, 'e': 0.13560622465418973}",20,3,-25.744591171379763,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
223,False,"{'a': 0.9, 'e': 0.13439124424524895}",20,8,24.000254978622433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.9, 'e': 0.1331871496005706}",25,20,10.007240971735545,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.13199384318783022}",25,14,12.740751011009799,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.9, 'e': 0.13081122834855588}",30,4,42.288705343837,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.9, 'e': 0.12963920929029901}",25,5,-35.45484291948678,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
228,False,"{'a': 0.9, 'e': 0.12847769107887502}",20,14,8.789037072696981,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.9, 'e': 0.12732657963067387}",20,0,9.631037113444137,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
230,False,"{'a': 0.9, 'e': 0.12618578170503877}",20,10,6.522372397257572,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.9, 'e': 0.12505520489671404}",20,7,21.238413164673567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.9, 'e': 0.12393475762836008}",20,1,27.384300383721282,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.9, 'e': 0.12282434914313546}",20,5,13.310764891728525,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.9, 'e': 0.12172388949734589}",20,8,11.556395172036124,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.9, 'e': 0.12063328955315832}",25,20,7.900401733131385,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.9, 'e': 0.11955246097138099}",20,5,15.589960287295419,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.9, 'e': 0.11848131620430775}",20,14,11.378131643235385,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.9, 'e': 0.11741976848862698}",25,19,6.665302034176084,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.9, 'e': 0.11636773183839319}",20,11,18.30372939614246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.9, 'e': 0.11532512103806256}",20,16,8.848793633911441,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.9, 'e': 0.11429185163559014}",20,7,22.322526361421286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.9, 'e': 0.11326783993558948}",20,8,7.2218230140154285,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.9, 'e': 0.11225300299255297}",20,3,16.889040716674046,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.9, 'e': 0.11124725860413336}",25,0,-13.154450045540676,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
245,False,"{'a': 0.9, 'e': 0.11025052530448527}",20,0,19.759783964586486,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.9, 'e': 0.10926272235766643}",25,0,33.51895948640506,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.9, 'e': 0.10828376975109819}",20,6,20.129355615786945,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.9, 'e': 0.10731358818908407}",30,14,6.926072334379182,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.9, 'e': 0.10635209908638715}",20,7,23.408593573757095,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.9, 'e': 0.10539922456186433}",20,3,23.383181863813984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.9, 'e': 0.10445488743215826}",25,17,13.884798709769715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.9, 'e': 0.10351901120544506}",25,12,18.896641020485273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.9, 'e': 0.10259152007523868}",30,4,28.458828790759767,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.1016723389142504}",20,12,-25.259488258037564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.9, 'e': 0.10076139326830373}",20,13,12.19783419746328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.9, 'e': 0.099858609350303232}",25,6,33.89748360948323,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.9, 'e': 0.098963914034257944}",20,10,19.406606240316084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.9, 'e': 0.098077234849358097}",20,15,-13.528292742676157,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.9, 'e': 0.097198499974104874}",20,3,18.333748403391127,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.9, 'e': 0.096327638230493035}",20,12,15.827303714669851,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.9, 'e': 0.09546457907824514}",20,0,26.925488579539255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.9, 'e': 0.094609252609097971}",30,15,26.432368507235637,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.9, 'e': 0.093761589541139861}",20,10,20.044478336081436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.9, 'e': 0.092921521213198896}",20,1,31.923541099331565,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.9, 'e': 0.092088979579281194}",25,15,21.09695148303909,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.9, 'e': 0.091263897203059191}",25,16,7.708856743490078,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.9, 'e': 0.090446207252409261}",20,11,8.299279561253812,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.9, 'e': 0.089635843493998418}",20,13,13.21349320631672,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.9, 'e': 0.088832740287919126}",35,22,22.61828523689975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.9, 'e': 0.08803683258237259}",25,13,25.00550926655552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.9, 'e': 0.087248055908399486}",20,9,17.92731646436646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.9, 'e': 0.086466346374657915}",20,15,7.883237771467844,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.9, 'e': 0.085691640662248353}",35,21,28.704883376080904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.9, 'e': 0.084923876019584454}",20,11,15.013763078554847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.084162990257310402}",20,9,15.738703647356434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.9, 'e': 0.083408921743263392}",20,9,21.133490032103886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.9, 'e': 0.082661609397481572}",20,0,6.149757795177033,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
278,False,"{'a': 0.9, 'e': 0.081920992687256305}",20,0,10.814287337097463,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.9, 'e': 0.081187011622229119}",20,12,13.850576459015036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.080459606749532439}",25,15,20.078278630865164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.9, 'e': 0.079738719148973902}",20,6,23.62557111424181,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.9, 'e': 0.079024290428263685}",20,8,10.925324616918612,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.9, 'e': 0.078316262718284818}",20,4,11.50230163840166,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.9, 'e': 0.077614578668405668}",25,14,21.441747380066687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.9, 'e': 0.076919181441834503}",25,17,15.687704405947313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.9, 'e': 0.076230014711015828}",20,8,10.081406308678048,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.9, 'e': 0.075547022653067633}",25,0,-53.31753690455859,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
288,False,"{'a': 0.9, 'e': 0.074870149945259784}",20,8,21.117750999473973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.074199341760532819}",20,16,8.479402076779579,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.9, 'e': 0.073534543763057097}",20,11,18.181390966151504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.9, 'e': 0.072875702103831305}",20,14,12.835274155895577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.9, 'e': 0.07222276341632082}",20,10,18.133290054208395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.071575674812134921}",20,0,-0.292248359571591,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
294,False,"{'a': 0.9, 'e': 0.070934383876742946}",20,9,18.237716538965458,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.9, 'e': 0.070298838665228472}",35,8,30.275426839222007,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.9, 'e': 0.069668987698081872}",25,18,12.75580829492936,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.9, 'e': 0.069044779957030442}",20,7,21.572584599939077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.9, 'e': 0.068426164880905832}",20,1,16.93924712055692,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.067813092361548713}",30,22,13.327761049293278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.067205512739749784}",20,9,8.11220569736604,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.066603376801227493}",20,6,9.520155219241811,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.066006635772641556}",25,5,6.254296279101551,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.9, 'e': 0.065415241317642467}",25,11,-6.65923593386652,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.06482914553295599}",20,10,17.099084619095635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.064248300944503109}",20,9,20.78315914584228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.9, 'e': 0.063672660503554565}",30,21,16.24316841706675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9, 'e': 0.063102177582919944}",20,11,15.674687579919464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9, 'e': 0.062536805973170767}",25,5,36.98188213413129,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.061976499878897494}",20,12,3.523426509284557,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.061421213915000154}",30,18,24.444124746567585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.9, 'e': 0.060870903103012047}",30,23,11.736518088013502,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.060325522867456564}",25,2,23.01916336246726,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.059785029032236411}",25,13,13.290105435565982,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.059249377817055429}",20,14,10.792032720560684,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.9, 'e': 0.058718525833872284}",30,16,5.088004914621354,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.058192430083386149}",20,12,14.991557491852122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.057671047951553561}",25,5,37.09228359245108,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9, 'e': 0.057154337206136788}",25,13,23.635508402524064,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.056642255993282896}",25,8,29.72914340859167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.056134762834133725}",25,5,7.9885919492322515,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.055631816621465886}",20,0,25.82451537115858,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.9, 'e': 0.055133376616361161}",20,8,26.348822794702976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.9, 'e': 0.054639402444906622}",30,8,40.491199974647024,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.054149854094924267}",25,18,13.861538504748497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.053664691912730135}",20,0,27.13838941482961,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.9, 'e': 0.053183876599922186}",20,9,7.791100237516555,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.05270736921019719}",20,6,10.220670202030908,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.052235131146196032}",20,12,13.737935652442367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.051767124156377374}",20,0,24.49079859033059,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.9, 'e': 0.051303310331919136}",20,0,29.726947175556248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.050843652103647941}",20,9,19.983098084217588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.050388112238995961}",25,6,24.6283655782761,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.049936653838985136}",20,3,29.606969319073293,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.049489240335238209}",30,13,28.80090677339676,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.049045835487016749}",20,14,12.002092352983222,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.048606403378285624}",20,2,30.026234572121286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.9, 'e': 0.048170908414803745}",20,14,14.040136725882641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.047739315321240997}",20,8,21.87765249469502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.047311589138320807}",20,0,-73.15772504032424,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
340,False,"{'a': 0.9, 'e': 0.046887695219988507}",25,13,22.16959880929958,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.046467599230604922}",30,21,16.935975104393506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.9, 'e': 0.046051267142165266}",25,10,26.783679942542108,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.045638665231542717}",25,17,14.887859240559724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.045229760077756934}",20,13,13.548329812065278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.04482451855926687}",30,9,-6.977282257094353,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.9, 'e': 0.044422907851287996}",20,9,7.423292506596644,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.04402489542313337}",20,5,25.16061751212659,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.043630449035578694}",20,6,23.121249605698345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.043239536738250907}",20,14,8.900990227066671,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 0.042852126867040187}",20,8,21.545567470624277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 0.042468188041535175}",20,10,18.414793884012013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.042087689162481068}",20,13,12.901898843154784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.041710599409260633}",25,17,14.828879011353735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.041336888237397666}",30,22,15.150607783255934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.040966525376082946}",20,13,0.9486693144861968,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 0.040599480825722192}",20,14,10.298861552468374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.040235724855506153}",35,25,15.288743930470686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.039875228001002336}",30,20,7.048796052395289,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.039517961061768456}",25,0,37.43157183263969,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.9, 'e': 0.03916389509898708}",25,15,19.672001444551768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 0.038813001433121642}",30,0,46.44342577289369,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.9, 'e': 0.038465251641593354}",20,14,10.127310163745587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.038120617556478949}",25,11,19.247481511258734,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 0.037779071262229139}",20,9,16.458148331064102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 0.037440585093407336}",30,17,23.925861959795725,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 0.037105131632448794}",30,22,-8.81643228037363,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
