trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.9, 'e': 0.036772683707439746}",35,19,10.189819812993807,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
368,False,"{'a': 0.9, 'e': 0.036443214389916538}",25,11,29.464161156493986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 0.036116696992684293}",20,10,20.01826614217281,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9, 'e': 0.035793105067655318}",25,13,19.357462945100142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 0.03547241240370673}",20,0,21.91482815902772,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.9, 'e': 0.035154593024557458}",25,8,-33.02754098570374,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
373,False,"{'a': 0.9, 'e': 0.034839621186664005}",20,15,2.482350917244341,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.9, 'e': 0.034527471377135278}",20,16,7.633926180885036,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.9, 'e': 0.034218118311666053}",20,10,18.895962234544378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 0.033911536932488856}",20,4,18.398785934482657,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.9, 'e': 0.033607702406344392}",20,2,19.738267774014425,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.9, 'e': 0.033306590122469906}",25,18,14.749640576710888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.9, 'e': 0.033008175690605761}",20,8,20.533289491910793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.9, 'e': 0.032712434939019819}",25,20,10.462981988403541,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.9, 'e': 0.032419343912549511}",20,0,38.610577851267344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
382,False,"{'a': 0.9, 'e': 0.032128878870661452}",25,10,26.709881298316628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.031841016285528427}",25,9,8.06597784767927,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.9, 'e': 0.031555732840123654}",25,20,9.858436032052593,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.031273005426332059}",20,5,22.101972136012797,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.9, 'e': 0.030992811143078575}",20,6,19.354023742498534,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9, 'e': 0.030715127294473045}",20,4,28.210949047384624,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.9, 'e': 0.030439931387971905}",30,0,42.466156116202576,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.9, 'e': 0.030167201132556259}",25,17,16.01533907823038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9, 'e': 0.029896914436926322}",20,8,15.019815900348286,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.9, 'e': 0.029629049407711959}",30,18,20.179066012555882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 0.029363584347699347}",30,8,27.06180019674918,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.9, 'e': 0.02910049775407347}",20,11,15.293051642193507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 0.028839768316676423}",25,8,27.1335029451465,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.9, 'e': 0.028581374916281214}",25,8,32.152570449789025,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.9, 'e': 0.028325296622881135}",20,12,16.56284331850856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.9, 'e': 0.028071512693994403}",25,8,31.16714320900523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9, 'e': 0.027820002572984018}",25,6,28.269157473539764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 0.027570745887392681}",20,12,14.08936445028393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9, 'e': 0.027323722447292569}",20,13,12.765612549296426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.9, 'e': 0.027078912243649975}",30,20,22.02153565481391,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.9, 'e': 0.026836295446704541}",20,15,-12.904836708783725,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
403,False,"{'a': 0.9, 'e': 0.026595852404363084}",20,14,10.659485913097248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.9, 'e': 0.026357563640607699}",25,15,19.89587488637102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.9, 'e': 0.026121409853918247}",30,22,6.429756177448463,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.025887371915708866}",25,17,13.540542804169574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.9, 'e': 0.025655430868778625}",25,17,14.689867401749206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.9, 'e': 0.025425567925775903}",20,10,17.959874327767633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.9, 'e': 0.025197764467676638}",20,14,12.424641108418813,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.024972002042276165}",30,16,27.676282173215366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9, 'e': 0.024748262362694586}",25,20,10.242770680249102,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.9, 'e': 0.024526527305895548}",30,19,16.756900944626057,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9, 'e': 0.024306778911218199}",30,13,23.194105842398674,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.9, 'e': 0.024088999378922428}",20,12,13.342207537291014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.9, 'e': 0.023873171068747034}",20,13,15.324510342576186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.9, 'e': 0.023659276498480913}",35,21,27.64692407315564,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.9, 'e': 0.023447298342546909}",20,14,11.202698405943732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9, 'e': 0.023237219430598498}",20,10,21.404027684675846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.9, 'e': 0.02302902274612894}",25,9,26.327476153031924,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9, 'e': 0.022822691425092981}",20,7,-19.90137361217416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
421,False,"{'a': 0.9, 'e': 0.022618208754540795}",20,10,15.217924135746625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.022415558171264265}",20,13,14.826569661424621,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.9, 'e': 0.022214723260455347}",20,14,12.764778986984323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.9, 'e': 0.022015687754376449}",25,15,19.513957327850314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.9, 'e': 0.021818435531042773}",20,11,16.567498882678283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.9, 'e': 0.021622950612916376}",20,14,12.900378497187848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9, 'e': 0.021429217165612004}",25,18,11.954889928746418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.9, 'e': 0.021237219496614494}",30,24,9.426575766071078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9, 'e': 0.0210469420540077}",25,0,25.57573064359358,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
430,False,"{'a': 0.9, 'e': 0.020858369425214726}",20,8,23.302165046611123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.9, 'e': 0.020671486335749542}",30,5,39.48536455356107,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.9, 'e': 0.020486277647979705}",20,10,20.21838223227932,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.9, 'e': 0.020302728359900272}",25,1,25.176213149219947,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.9, 'e': 0.020120823603918533}",35,17,27.75363672609953,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.9, 'e': 0.019940548645649803}",25,9,26.72776620617326,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.9, 'e': 0.019761888882723896}",35,17,32.17498387932609,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.9, 'e': 0.019584829843602321}",20,10,5.191776214933697,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.9, 'e': 0.019409357186406122}",30,19,21.948068040151508,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.9, 'e': 0.019235456697754116}",25,13,22.809242687865275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.9, 'e': 0.019063114291611644}",20,0,-13.568372067592044,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
441,False,"{'a': 0.9, 'e': 0.018892316008149571}",20,9,22.00078295497647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.9, 'e': 0.018723048012613566}",25,6,30.056077193345672,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.9, 'e': 0.018555296594203435}",25,8,34.712060997097275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.9, 'e': 0.018389048164962573}",30,17,13.07238322479952,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.9, 'e': 0.018224289258677303}",20,0,15.827765318871428,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
446,False,"{'a': 0.9, 'e': 0.01806100652978616}",20,0,28.696706695783202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.9, 'e': 0.017899186752298794}",25,15,20.20723414482491,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9, 'e': 0.017738816818724773}",20,14,8.294415555989254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.9, 'e': 0.017579883739011808}",35,16,33.12047128052054,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.9, 'e': 0.017422374639493515}",20,0,32.469764700755,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.9, 'e': 0.017266276761846746}",25,13,21.133277508150687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.9, 'e': 0.01711157746205803}",25,13,25.092450386653436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.9, 'e': 0.016958264209399526}",25,13,25.66436830027103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.9, 'e': 0.016806324585413951}",25,15,14.374954039837545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.9, 'e': 0.016655746282908664}",25,12,23.561715418612224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9, 'e': 0.016506517104958845}",25,13,24.183272712186508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.9, 'e': 0.016358624963919505}",20,9,-3.400748222716343,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
458,False,"{'a': 0.9, 'e': 0.016212057880446332}",25,15,25.29707055320533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.9, 'e': 0.016066803982525454}",20,8,25.111604963422224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.9, 'e': 0.015922851504511698}",25,13,19.61625023688101,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.9, 'e': 0.015780188786175646}",25,7,35.40254450361942,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.9, 'e': 0.015638804271759132}",25,13,8.705345946256909,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.9, 'e': 0.015498686509039157}",20,13,15.428792697530312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.9, 'e': 0.015359824148400357}",25,20,9.68396700143822,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.9, 'e': 0.015222205941915569}",25,16,15.285859107960407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.9, 'e': 0.015085820742434841}",25,13,23.1852554270725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 0.014950657502682459}",25,4,24.87878824553839,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.9, 'e': 0.014816705274362072}",25,14,21.902949637963815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.9, 'e': 0.014683953207269966}",25,19,12.299750288882397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 0.014552390548416136}",30,16,28.03530498110071,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.9, 'e': 0.014422006641153255}",35,18,28.871723659530055,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.9, 'e': 0.014292790924313573}",25,5,-9.837696628629073,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
473,False,"{'a': 0.9, 'e': 0.014164732931353353}",20,7,26.35389975401359,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.9, 'e': 0.014037822289505161}",20,16,5.792567559403418,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.9, 'e': 0.013912048718937631}",35,17,33.363637086783186,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.9, 'e': 0.013787402031922757}",20,9,21.631678572625663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.9, 'e': 0.013663872132010762}",25,9,28.23557812005435,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.9, 'e': 0.013541449013212191}",20,6,23.197417125878456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.9, 'e': 0.013420122759187495}",25,13,24.098421962362014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.9, 'e': 0.013299883542443779}",30,16,25.88571686101541,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.9, 'e': 0.01318072162353872}",25,12,24.759745033471322,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.9, 'e': 0.013062627350291747}",20,8,23.41388267387159,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.9, 'e': 0.012945591157002169}",20,9,17.22174399182301,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.9, 'e': 0.012829603563674319}",20,13,12.187581982044794,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.9, 'e': 0.012714655175249742}",25,11,27.234822173696585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.9, 'e': 0.012600736680846106}",25,17,13.0100436755955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.9, 'e': 0.012487838853003089}",25,0,35.92820794316007,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.9, 'e': 0.012375952546934922}",20,13,12.860005795382357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.9, 'e': 0.012265068699789616}",20,12,12.113425461274147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.9, 'e': 0.012155178329914947}",25,13,21.136177288390765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.9, 'e': 0.012046272536130852}",25,7,29.388957781669326,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.9, 'e': 0.011938342497008501}",25,20,12.13900598256198,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.9, 'e': 0.011831379470155725}",20,6,27.722507406664096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.9, 'e': 0.011725374791508845}",25,12,20.580791414416286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 0.011620319874630945}",30,16,28.477052890556386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.9, 'e': 0.011516206210016325}",35,20,25.503151796725103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.9, 'e': 0.011413025364401209}",20,13,15.280779654646736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.9, 'e': 0.01131076898008071}",25,17,14.694767361435469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.9, 'e': 0.011209428774231766}",20,10,14.006065510554963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.9, 'e': 0.011108996538242306}",20,11,18.010392887468722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.9, 'e': 0.011009464137046315}",30,22,13.545302982595594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.9, 'e': 0.010910823508464855}",35,22,28.29015968844771,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.9, 'e': 0.010813066662553099}",20,10,18.22224829931108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.9, 'e': 0.010716185680953061}",20,15,9.456836122404107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.9, 'e': 0.01062017271625227}",25,11,25.351484917375764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.9, 'e': 0.010525019991348101}",25,19,11.100846223290926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.9, 'e': 0.010430719798817789}",20,13,12.68476129125127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.9, 'e': 0.010337264500294195}",20,6,23.151705613260184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.9, 'e': 0.01024464652584705}",35,22,23.721616786343162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.9, 'e': 0.010152858373369763}",25,19,9.785180917673873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.9, 'e': 0.01006189260797182}",20,0,32.54580761709499,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
512,False,"{'a': 0.9, 'e': 0.0099717418613764659}",20,8,22.755841860730783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.9, 'e': 0.0098823988313239495}",20,14,12.024953604067033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.9, 'e': 0.0097938562809799963}",25,20,9.99615337106924,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.9, 'e': 0.0097061070383495981}",25,13,19.129338995341005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.9, 'e': 0.009619143995696142}",20,10,17.0744972779422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.9, 'e': 0.0095329601089656109}",20,12,14.9832971857607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.9, 'e': 0.0094475483972160657}",20,11,16.883795014338155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.9, 'e': 0.0093629019420521653}",25,15,19.696502981097858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.9, 'e': 0.0092790138870647437}",35,16,32.032322546782964,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.9, 'e': 0.0091958774372754865}",20,5,24.77507941447901,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.9, 'e': 0.0091134858585865189}",30,19,22.434287734036932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.9, 'e': 0.0090318324772348992}",20,7,21.322220225707355,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.9, 'e': 0.0089509106792521123}",20,11,16.66985955773616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.9, 'e': 0.0088707139099282583}",25,15,17.746482369289335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.9, 'e': 0.0087912356732811874}",20,6,20.986762640284027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.9, 'e': 0.0087124695315302786}",30,15,26.153617368536132,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.9, 'e': 0.0086344091045749728}",20,9,20.415609841248653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.9, 'e': 0.0085570480694780217}",25,15,20.446320266448918,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.9, 'e': 0.0084803801599532685}",25,18,13.063728278440879,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.9, 'e': 0.0084043991658581309}",20,13,14.080348119038836,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.9, 'e': 0.0083290989326905551}",20,14,10.315341850222339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.9, 'e': 0.0082544733610904666}",20,6,27.90960784771854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.9, 'e': 0.0081805164063457701}",30,5,26.255879369354073,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.9, 'e': 0.0081072220779027059}",20,12,14.548800722909498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.9, 'e': 0.0080345844388805803}",20,0,35.93732979148275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
537,False,"{'a': 0.9, 'e': 0.0079625976055909316}",30,10,35.46757740712992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.9, 'e': 0.0078912557470608904}",30,24,12.060306165639108,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.9, 'e': 0.0078205530845609165}",25,20,9.123357308612391,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.9, 'e': 0.007750483891136699}",20,16,8.495814900928075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.9, 'e': 0.007681042491145245}",25,13,22.25513335572517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.9, 'e': 0.0076122232597952014}",25,17,16.30865029031256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.9, 'e': 0.0075440206226911888}",20,14,11.20898756565244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.9, 'e': 0.0074764290553823191}",30,13,30.4378775482585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.9, 'e': 0.0074094430829146907}",25,16,16.011100676409335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.9, 'e': 0.0073430572793878948}",20,12,13.996470132357569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.9, 'e': 0.0072772662675155576}",20,16,9.865448878447793,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.9, 'e': 0.0072120647181897514}",25,16,17.3714050752762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.9, 'e': 0.0071474473500493197}",20,9,21.086972263624496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.9, 'e': 0.0070834089290521254}",25,17,13.19432722634836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.9, 'e': 0.0070199442680510416}",20,14,13.578721445835978,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
